region,epid,n_lepi,n_plant,n_red_list_lepi_pa,n_red_list_plant_pa,av_reg_dist_lepi_pa,av_reg_dist_plant_pa,sum_troph_int_pa,n_unique_int_pa,connectance_pa,z_score_nest_pa,sum_crops_pa,n_crop_pests_pa
ALB,AEG13,0.2222222222222222,0.23333333333333334,0.08333333333333333,0,0.16520650813516896,0.12037037037037032,0.18064516129032257,0,0.6389204447657406,0.33360760330306516,0.6,0.5
ALB,AEG14,0.2777777777777778,0.13333333333333333,0,0.2857142857142857,0.06659267480577136,0.058558558558558786,0.24516129032258063,0,0.958466236851035,0.8915298119903515,1,0
ALB,AEG15,0.16666666666666666,0.23333333333333334,0,0.2857142857142857,0.03850267379679142,0.12037037037037032,0.1870967741935484,0,0.8900960446142725,0.47745211198017234,0.5666666666666667,0.5
ALB,AEG17,0.1111111111111111,0.43333333333333335,0,0,0.20392156862745103,0.12037037037037032,0.14838709677419354,0,0.6365795724465558,0.3231621173546376,0.23333333333333334,0.5
ALB,AEG18,0.1111111111111111,0.23333333333333334,0.08333333333333333,0,0.05228758169934638,0.08904109589041093,0.14838709677419354,0,0.9104616337911804,0.4539232323023733,0.4666666666666667,0.5
ALB,AEG19,0,0.03333333333333333,0.08333333333333333,0.14285714285714285,1,0.058558558558558786,0,0,0,NA,0.23333333333333334,0.5
ALB,AEG20,0.05555555555555555,0.2,0,0,0.05228758169934638,0.08904109589041093,0.05161290322580645,0,0.36737925574030084,0.3345839637570849,0,1
ALB,AEG21,0.05555555555555555,0.16666666666666666,0,0.14285714285714285,0.1296518607442977,0.02888888888888914,0.09032258064516129,0,0.8506579195415299,0.6094447203394119,0.36666666666666664,1
ALB,AEG22,0.5555555555555556,0.6,0.4166666666666667,0.2857142857142857,0.3176470588235295,0.4892473118279569,0.5806451612903226,0,0.654394299287411,0.6412469668515651,0.5,0.5
ALB,AEG23,0.1111111111111111,0.43333333333333335,0,0.2857142857142857,0,0.1857142857142857,0.2064516129032258,0,1,0.369389206646884,0.4666666666666667,0.5
ALB,AEG24,0.05555555555555555,0.03333333333333333,0,0.14285714285714285,0.1296518607442977,0,0.03870967741935484,0,0.4133016627078386,0.36114093706419303,0.4666666666666667,0.5
ALB,AEG25,0.5555555555555556,1,0.4166666666666667,0.7142857142857143,0.49826989619377166,0.7738095238095235,0.5612903225806452,0,0.3504079314262109,0.6418203896581388,0,1
ALB,AEG26,0.7777777777777778,0.7,0.6666666666666666,1,0.49826989619377166,0.9402515723270437,0.7161290322580646,0,0.48870129036399823,0.6723687899184052,0.7,0.5
ALB,AEG27,0.6666666666666666,0.6333333333333333,0.5833333333333334,1,0.5347593582887702,0.722222222222222,0.6580645161290323,0,0.5904309467254836,0.50163829913746,0.26666666666666666,1
ALB,AEG28,0.3333333333333333,0.9666666666666667,0.16666666666666666,0.42857142857142855,0.24623803009575926,0.40625,0.4645161290322581,0,0.562549485352336,0.9542304034400283,0.23333333333333334,1
ALB,AEG30,0.4444444444444444,0.6,0.4166666666666667,0.14285714285714285,0.3176470588235295,0.12037037037037032,0.3870967741935484,0,0.4546318289786224,0.629387874255733,0.5,0.5
ALB,AEG31,0.1111111111111111,0.5333333333333333,0,0.14285714285714285,0.03850267379679142,0.291044776119403,0.12903225806451613,0,0.4283699524940618,0.7550939144164377,0.4666666666666667,0.5
ALB,AEG32,0.7222222222222222,0.3333333333333333,0.5833333333333334,0.14285714285714285,0.573529411764706,0.058558558558558786,0.33548387096774196,0.5,0.24727449905597174,0.4972767588104653,0,1
ALB,AEG33,0.6111111111111112,0.7333333333333333,0.3333333333333333,0.2857142857142857,0.3176470588235295,0.25490196078431376,0.6516129032258065,0,0.5728216027003376,0.7935292151596196,0.3,1
ALB,AEG34,0.4444444444444444,0.36666666666666664,0.25,0.14285714285714285,0.2926829268292684,0.1857142857142857,0.36774193548387096,0,0.6276062285563473,0.614898244948399,0.4666666666666667,0.5
ALB,AEG36,0,0.2,0.08333333333333333,0.2857142857142857,0.11294117647058827,0.08904109589041093,0.025806451612903226,0,0.3318937594472036,0.19140114983408443,0,1
ALB,AEG37,0.16666666666666666,0.23333333333333334,0.08333333333333333,0.14285714285714285,0.20392156862745103,0.21980676328502424,0.1032258064516129,0,0.36059072601466485,0.6751781291854134,0.7,0.5
ALB,AEG38,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.20392156862745103,0.12037037037037032,0.18064516129032257,0,0.5175102015957123,0.648791083049666,0.4666666666666667,0.5
ALB,AEG39,0,0.06666666666666667,0,0.14285714285714285,0.09688581314878894,0.08904109589041093,0.01935483870967742,0,0.36737925574030084,0.4315738046460547,0,1
ALB,AEG40,0.1111111111111111,0.4,0,0.2857142857142857,0.08144796380090503,0.1857142857142857,0.14838709677419354,0,0.6740753308449271,0.4988915265559022,0.4666666666666667,0.5
ALB,AEG41,0.2222222222222222,0.36666666666666664,0.08333333333333333,0.14285714285714285,0.24623803009575926,0.12037037037037032,0.1935483870967742,0,0.5408639042843318,0.48002317957063684,0,1
ALB,AEG42,0.3888888888888889,0.16666666666666666,0.08333333333333333,0.14285714285714285,0.18414322250639387,0.12037037037037032,0.23870967741935484,0,0.5780391861151956,0.3182546117587406,0.03333333333333333,1
ALB,AEG43,0.3888888888888889,0.36666666666666664,0.16666666666666666,0.2857142857142857,0.16520650813516896,0.058558558558558786,0.33548387096774196,0,0.6468823006167953,0.6179819992026591,0.4666666666666667,0.5
ALB,AEG44,0.3888888888888889,0.43333333333333335,0.16666666666666666,0.2857142857142857,0.3176470588235295,0.12037037037037032,0.25806451612903225,0,0.3584059118500924,0.34270344316459983,0.23333333333333334,1
ALB,AEG45,0.1111111111111111,0.3,0.08333333333333333,0.2857142857142857,0.2689075630252101,0.1857142857142857,0.10967741935483871,0,0.5235154394299288,0.3654035039477401,0.23333333333333334,0.5
ALB,AEG46,0.2222222222222222,0.26666666666666666,0,0.14285714285714285,0.05228758169934638,0.12037037037037032,0.17419354838709677,0,0.562549485352336,0.37066791332943133,0.5,0.5
ALB,AEG47,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.42857142857142855,0.6588235294117648,0.5777777777777777,1,0,0.648513991078153,0.6603460832481532,0,1
ALB,AEG48,0.5555555555555556,0.5666666666666667,0.6666666666666666,1,0.8687782805429866,1,0.25806451612903225,1,0.09532378415988875,0.39658460087396363,0.23333333333333334,1
ALB,AEG49,0.7777777777777778,0.7333333333333333,0.6666666666666666,0.2857142857142857,0.49826989619377166,0.3282828282828284,0.632258064516129,0,0.36481122640330044,0.7395353770834937,0.23333333333333334,1
SCH,SEG01,0.5,0.46153846153846156,NA,NA,0.18279569892473205,0.3561368209255533,0.40476190476190477,0,0.6896551724137931,0.6010010389159542,0.75,0.5
SCH,SEG02,0.25,0.5384615384615384,NA,NA,0.0904255319148936,0.26940639269406363,0.023809523809523808,0,0,NA,0.14285714285714285,1
SCH,SEG03,0.5,0.6923076923076923,NA,NA,0.18279569892473205,0.4013605442176869,0.3333333333333333,0,0.3793103448275862,0.3695510110080967,0.07142857142857142,1
SCH,SEG04,0.375,0.3076923076923077,NA,NA,0.2771739130434782,0.1094619666048238,0.14285714285714285,0,0.3793103448275862,0.3845596722839347,0.42857142857142855,0.5
SCH,SEG05,0.25,0.38461538461538464,NA,NA,0.0904255319148936,0.22779922779922784,0.16666666666666666,0,0.5517241379310344,0.18471843527779144,0.6785714285714286,0.5
SCH,SEG06,0.375,0.5384615384615384,NA,NA,0.0904255319148936,0.495798319327731,0.23809523809523808,0,0.4310344827586207,0.333170295435919,0.07142857142857142,1
SCH,SEG08,0.375,0.46153846153846156,NA,NA,0.2771739130434782,0.26940639269406363,0.2619047619047619,0,0.5517241379310344,0.30905761701211526,0.07142857142857142,1
SCH,SEG09,0,0.3076923076923077,NA,NA,0,0.44789510006901306,0.023809523809523808,0,0.4532019704433497,NA,0.07142857142857142,1
SCH,SEG10,0.375,0.46153846153846156,NA,NA,0.18279569892473205,0.26940639269406363,0.14285714285714285,0,0.264367816091954,0.6232648542252901,0.14285714285714285,1
SCH,SEG11,0.375,0.5384615384615384,NA,NA,0.0904255319148936,0.44789510006901306,0.14285714285714285,0,0.2241379310344827,0.44119967446049485,0.07142857142857142,1
SCH,SEG12,0.375,0.15384615384615385,NA,NA,0.0904255319148936,0,0.23809523809523808,0,1,0.5870310739733159,0.6785714285714286,0.5
SCH,SEG13,0.125,0.38461538461538464,NA,NA,0.0904255319148936,0.22779922779922784,0.047619047619047616,0,0.24999999999999997,NA,0.6785714285714286,0.5
SCH,SEG14,0.25,0.23076923076923078,NA,NA,0.0904255319148936,0.44789510006901306,0.11904761904761904,0,0.5517241379310344,0.12107298792604008,0.6785714285714286,0.5
SCH,SEG15,0.625,0.46153846153846156,NA,NA,0.5730337078651685,0.26940639269406363,0.14285714285714285,1,0.13026819923371644,0.33271758852538974,0.4642857142857143,1
SCH,SEG16,0.375,0.23076923076923078,NA,NA,0.2771739130434782,0.1094619666048238,0.11904761904761904,0,0.3793103448275862,0.49815602832499545,0.6785714285714286,0.5
SCH,SEG17,0.5,0.5384615384615384,NA,NA,0.2771739130434782,0.44789510006901306,0.23809523809523808,0,0.31724137931034474,0.22861456413740916,0.7142857142857143,0.5
SCH,SEG19,0.375,0.6153846153846154,NA,NA,0.4722222222222227,0.26940639269406363,0.21428571428571427,0,0.3322884012539185,0.6693407270188801,0.07142857142857142,1
SCH,SEG20,0.25,0.3076923076923077,NA,NA,0.2771739130434782,0.3561368209255533,0.047619047619047616,0,0.15763546798029554,NA,0.35714285714285715,0.5
SCH,SEG21,0.375,0.38461538461538464,NA,NA,1,0.5451314854299928,0.2857142857142857,0,0.7025862068965517,0,0.07142857142857142,1
SCH,SEG22,0.5,0.3076923076923077,NA,NA,0.2771739130434782,0.495798319327731,0.2857142857142857,0,0.6305418719211823,0.6984190010421363,0.9642857142857143,0
SCH,SEG23,0.125,0,NA,NA,0,0.5451314854299928,0,0,0.2068965517241379,NA,0.07142857142857142,1
SCH,SEG24,0.625,0.46153846153846156,NA,NA,0.18279569892473205,0.7581254724111864,0.2619047619047619,0,0.32183908045977005,0.5676010821656213,0.6785714285714286,0.5
SCH,SEG25,0.5,0.6923076923076923,NA,NA,0.2771739130434782,0.22779922779922784,0.40476190476190477,0,0.48275862068965514,0.9679182703705231,0.14285714285714285,1
SCH,SEG26,0.625,0.5384615384615384,NA,NA,0.6761363636363641,0.3121693121693119,0.2857142857142857,1,0.3103448275862069,0.5193628445336764,0.4642857142857143,1
SCH,SEG28,1,0.46153846153846156,NA,NA,0.5730337078651685,0.26940639269406363,0.40476190476190477,1,0.32183908045977005,0.4401912462785555,0.4642857142857143,1
SCH,SEG29,0.625,0.46153846153846156,NA,NA,0.2771739130434782,0.22779922779922784,0.11904761904761904,0,0.09195402298850572,0.4328467434890697,0.14285714285714285,1
SCH,SEG31,0.5,0.5384615384615384,NA,NA,0.5730337078651685,0.595959595959596,0.42857142857142855,0,0.6482758620689655,0.9338212899272182,0.07142857142857142,1
SCH,SEG32,0.125,0.46153846153846156,NA,NA,0.4722222222222227,1,0.16666666666666666,0,0.7816091954022988,0.5193703472726053,0,1
SCH,SEG33,0.625,0.3076923076923077,NA,NA,0.2771739130434782,0.26940639269406363,0.047619047619047616,0,0.009852216748768466,NA,0.35714285714285715,0.5
SCH,SEG34,0.125,0.23076923076923078,NA,NA,0.0904255319148936,0.3121693121693119,0.047619047619047616,0,0.3793103448275862,NA,0.07142857142857142,1
SCH,SEG35,0.25,0.15384615384615385,NA,NA,0.0904255319148936,0.1094619666048238,0.07142857142857142,0,0.41379310344827586,0.5244336677852163,0.6071428571428571,0.5
SCH,SEG36,1,0.5384615384615384,NA,NA,0.4722222222222227,0.3121693121693119,0.6904761904761905,0,0.5517241379310344,0.7699572142919436,0.75,0.5
SCH,SEG37,0.625,0.9230769230769231,NA,NA,0.2771739130434782,0.5451314854299928,1,0,0.8505747126436781,0.7603810529133538,0.7142857142857143,0.5
SCH,SEG38,0.875,0.6923076923076923,NA,NA,0.37362637362637446,0.26940639269406363,0.7142857142857143,0,0.5301724137931034,1,0.42857142857142855,0.5
SCH,SEG39,0.5,0.7692307692307693,NA,NA,0.18279569892473205,0.5451314854299928,0.6904761904761905,0,0.816976127320955,0.7178272334201292,0.07142857142857142,1
SCH,SEG40,0.375,1,NA,NA,0.18279569892473205,0.7581254724111864,0.5952380952380952,0,0.7025862068965517,0.5466309490056778,0.07142857142857142,1
SCH,SEG41,0.625,0.3076923076923077,NA,NA,0.6761363636363641,0.14786967418546337,0.35714285714285715,0,0.6502463054187192,0.6282875667093435,0.07142857142857142,1
SCH,SEG42,0.75,0.6153846153846154,NA,NA,0.37362637362637446,0.3561368209255533,0.6428571428571429,0,0.6144200626959249,0.39082498354622575,1,0
SCH,SEG43,0.25,0.6923076923076923,NA,NA,0.0904255319148936,0.495798319327731,0.35714285714285715,0,0.7816091954022988,0.47989017083881336,0.07142857142857142,1
SCH,SEG46,0.5,0.23076923076923078,NA,NA,0.18279569892473205,0.22779922779922784,0.16666666666666666,0,0.41379310344827586,0.5370224954339754,0.9642857142857143,0
SCH,SEG47,0.875,0.5384615384615384,NA,NA,0.5730337078651685,0.1094619666048238,0.8095238095238095,0,0.7672413793103448,0.4409092136216329,0.14285714285714285,1
SCH,SEG48,0.5,0.6153846153846154,NA,NA,0.2771739130434782,0.5451314854299928,0.42857142857142855,0,0.5768025078369906,0.41993693879905547,0.35714285714285715,0.5
SCH,SEG49,0.5,0.6923076923076923,NA,NA,1,0.495798319327731,0.6190476190476191,0,0.793103448275862,0.3729710357825789,0.35714285714285715,0.5
